Keyword,URL,Title,Date,Location,Implementation,Summary,Text,Relevant,Private/Public,Positive/Negative,Category, Change,Legend
,http://www.panarmenian.net/eng/politics/news/57434/,Samvel Semirjyan: we mustn’t be afraid to discuss Armenian army problems,11/26/10,Armenia,N/A,It seems a lot of the deaths in the Armenian army are due to army-related problems. People should be ok with discussing that.,"PanARMENIAN.Net - Over the current year, 44 incidents resulting in the deaths if servicemen occurred in Armenian army, a member of Sardarapat movement, film director Tigran Khzmalyan stated.

As he said at National Security and Defense Committee meeting, “only 7 out of 44 tragedies can be blamed on the rival, while the rest of those were caused by internal problems. Every week sees a new incident. A simple change of power is not enough to repair the situation, amendments on a structural level being crucial.”

Representative of the oppositional Armenian National Congress Samvel Semirjyan, in turn, stated, “We mustn’t be afraid to discuss Armenian army-related problems. We never raised the issue in public, which why the situation in the army has gone worse.”",Yes,N/A,negative,C,0,
,"
http://www.panarmenian.net/eng/society/news/20417/
",Book about Artsakh War Hero David Sarapyan Issued,12/20/06,Armenia,N/A,"A book named ""David Sarapyan:Life, Creation, Struggle"" has been released. This is about a man who fought the Tigran Mets detachment and died for the independence of Artsakh.","The presentation of the book titled ""David Sarapyan: Life, Creation, Struggle."" Took place in the RA House of Writers today. The book contains the works by David Sarapyan, one of the brightest representatives of the territorial army, who was fighting within Tigran Mets detachment and heroically died for the independence of Artsakh. He would become 40 these days, but he died at the age of 26.



According to General Arkady Ter-Tadevosyan (the Commander), David Sarapyan was gifted rare military and human features. ""He was a fantastic and brave soldier who rated the love to Homeland above all,"" the General said. 



For his part head of the Artsakh hierarchy of the Armenian Apostolic Church, Archbishop Pargev Martirosyan said, ""He is one of the pillars of our victory, one of the corner stone in the temple of the Armenian nation.""",Yes,N/A,positive,C,0,
,http://www.panarmenian.net/eng/world/news/28095/,Christians killed and kidnapped in Iraq,1/16/09,"Mosul, Iraq",,"An Armenian was found dead in Iraq. He was executed, most likely because he was Christian.","The lifeless body of an Armenian was found yesterday by the army in Mosul (Northern Iraq). 



The abandoned body uncovered in a street in the east of the city was that of 36-year-old Chourik Bagrad. 



Sources in Mosul - a city with one and a half million inhabitants, 360 km north of Baghdad - confirmed that it was a an execution style killing: multiple gunshot wounds to the head. His body was later discarded in al-Bakr district, where it was found by police and brought to the morgue for an autopsy. 



The same sources refer that a Christian was also kidnapped New Years Eve in Mosul. The man, whose name is not to publish for security reasons, was kidnapped and held hostage for four days. He was only freed after the payment of 50 thousand dollars ransom. During his detention he was tortured over and over again. ""If we hadn't paid the ransom - the source confirms - they would certainly have killed him. They are criminal gangs, who kidnap for money.""



Despite government claims and reports proclaiming that security standards have improved, Mosul remains ""a volcano ready to explode at any moment"".



The situation for Christians there is still tragic. In October alone 16 faithful were killed and 2000 families forced to flee. Groups linked to Al-Qaeda are operative in the area, targeting Christians during sprees, destroying their homes and properties, threatening them with letters, abductions and attacks. A hate campaign perfectly constructed to drive them from the land of their birth, AsiaNews reports.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/207748/,"Azerbaijan escalates situation on contact line, spreads misinformation",3/10/16,Azerbaijan,N/A,Azerbaijan shot over its border/contact line. It seems it may be creating misinformation and instead seem like it may hurt the civilians.,"Azerbaijani armed forces fired over 850 shots from various caliber firearms on the night of March 8-9, the Nagorno Karabakh Defense Army says.

Karabakh troops continue controlling the situation along the contact line and protecting their positions.

Rejecting the confidence-building mechanisms proposed by the OSCE Minsk Group Co-chairs, not only does Azerbaijan escalate the situation on the contact line, but it also spreads misinformation, claiming that the Armenian side opens fire on Azerbaijani civilians, “wary of even a flock of sheep,” a report from Karabakh said.

In the statement, the Artsakh Defense Army noted it has sympathy for Azerbaijani people, who have for 20 years been obliged to carry the heavy burden of the Aliyev clan. And as for the sheep, Karabakh said, this is not the first time the rival compares its own soldiers to sheep, with Internet videos confirming the aforesaid.

Azerbaijani troops initiated a subversive attack on Tuesday, March 8, at around 11:20 pm.

Having timely identified the rival groups, Karabakh Defense Army units took retaliatory measures, throwing the saboteurs back to their positions.

No casualties were registered on the Armenian side, with the rival, according to a Karabakh report, having suffered losses.

Also, Azerbaijani armed forces fired around 12000 shots from various caliber firearms on March 7-8.",Yes,N/A,negative,D,1,
,http://www.panarmenian.net/eng/world/news/52969/,Azerbaijani authorities try to invent explanations for parents of killed servicemen,9/4/10,"Azerbaijan, Line of Contact",N/A,"Azerbaijan seems to be using terroristic actions against the NKR, which is worrying peace initiatives going on. The militants/Karabakh have never resorted it.","Head of the Central Information Department of the NKR President’s Office David Babayan said that recently Azerbaijan started resorting to terroristic actions frequently.

Baku is taking these steps during important meetings, as was the case with the trilateral meeting of the Armenian, Russian and Azerbaijani Presidents in Saint Petersburg, this time – after the Russian President’s visit to Baku, Babayan told a PanARMENIAN.Net reporter.

“This is a slap into the face of peaceful initiatives of the mediators on the conflict resolution,” said Babayan, adding that Azerbaijan is worsening its situation, laying the blame on the side, which has nothing to do with the events.

“Karabakh has never resorted to similar actions,” he said. According to Babayan, the NKR Defense Army’s servicemen always stand alert and are ready to retaliate Azerbaijani terroristic sallies. “Baku will be intensifying the anti-Armenian hysteria, as Ilham Aliyev needs to provide some explanations to parents of the killed servicemen,” concluded David Babayan.

Another subversive attack of the Azerbaijani armed forces was prevented by Nagorno Karabakh servicemen on September 4 morning. As result of a close combat, the Azerbaijanis retreated, leaving one killed in the territory controlled by the NKR army. The NKR Defense Ministry reported no casualties.",Yes,N/A,negative,D,1,
,http://www.panarmenian.net/eng/news/176967/,OSCE mission to monitor NKR-Azerbaijan contact line,3/18/24,"Azerbaijan,Line of Contact",N/A,Tne Karabakh Republic and Azerbaijan border will now be monitored by OSCE.,"On March 19, in accordance with the agreement reached with the authorities of the Nagorno Karabakh (Artsakh) Republic, the OSCE Mission will conduct planned monitoring of the line of contact between the NKR and Azerbaijani armed forces in the Askeran direction near Bash Karvend village, the NKR Foreign Ministry’s press service reported.

From the positions of the NKR Defense Army, the monitoring will be conducted by Personal Representative of the OSCE Chairman-in-Office Ambassador Andrzej Kasprzyk and his Field Assistant Jiri Aberle (Czech Republic), as well as by representative of the OSCE High-Level Planning Group (HLPG) Andrey Barashkin (Russia).

The NKR authorities expressed their readiness to assist in conducting the monitoring and to ensure the security of the OSCE Mission members.",Yes,N/A,positive,D,1,
,http://www.panarmenian.net/eng/news/216575/,UK to send additional military personnel to Afghanistan,7/9/16,Afghanistan,,The UK wants to add 50 military officials to the 450 they already have to help counterterrorism operations in Afghanistan. This is after Obama announces he is pulling out of Afghanistan.,"The UK is to send up to 50 additional military personnel to Afghanistan to train and advise security forces there, BBC News reports.

They will join the 450 British troops already in the country - and will aid counter-terrorism efforts and provide leadership training.

Officials have said the additional troops will not be taking part in combat operations against the Taliban.

UK troops had been due to leave Afghanistan this year but will now have their mission extended into 2017.

Prime Minister David Cameron, who is attending a Nato summit in Warsaw, will announce the deployment later.

It comes after US President Barack Obama this week announced a slowdown in the US military withdrawal from Afghanistan.

Of the additional UK troops to be deployed, 21 will join the counter-terrorism mission, 15 will be involved in a leadership development at the Afghan army's officer training academy, and 13 will join Nato's Resolute Support Mission.

Cameron will join with other leaders at the Nato summit to stress the alliance's continuing commitment to Afghanistan's security.

Arriving at the meeting, he said it was essential that Nato continued ""to work with the Afghan government and the Afghan security forces to help keep terrorists out of that country"".

He also said the deployment underlined his determination that Britain should continue to play a leading role on the world stage despite the referendum vote to leave the European Union.

""Britain is not going to be playing a lesser role in the world. We will make sure that we use our strength, including through Nato, to spread British values and the things that we believe in,"" Cameron added.

In addition, Britain is to extend its £70m a year funding for the Afghan security forces to 2020, committing an extra £178m to the Afghan government of president Ashraf Ghani.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/190303/,"Kenya bombs Somalia al-Shabab Islamist group bases
",4/6/15,Somalia,,Kenya has bombed areas in Somalia that are occupied by the terrorist group al-Shabab. This is in response to the shooting at Garissa University in Kenya by an al-Shabab member.,"Kenyan fighter jets have bombed positions of militant Islamist group al-Shabab in neighbouring Somalia, a military spokesman has told the BBC, the broadcaster's website reports.

The warplanes had targeted two camps in the Gedo region, used by al-Shabab to cross into Kenya, the spokesman added.

This is Kenya's first response to the al-Shabab assault which left 148 people dead at Garissa University last week.

President Uhuru Kenyatta had vowed to respond to the attack ""in the severest way possible"".

Kenyan army spokesman David Obonyo told the BBC that the military had responded to ""threats"" by launching the air strikes on Sunday night in the remote region.

Two camps had been destroyed, he said, adding: ""The bombings are part of the continued process and engagement against al-Shabab, which will go on.""

The attack on Garissa University, about 150km (90 miles) from the Somali border, was the deadliest by al-Shabab in Kenya.

The al-Qaeda affiliate says it is at war with Kenya, and wants it to withdraw troops sent to Somalia in 2011 to help the weak government in Mogadishu fight the militants.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/114582/,New Mexico leader to seek double security spending,7/4/12,Mexico,,"Mexico will now double its spending of security to two percent to fight organized crime and drug violence. They are welcome to get help from the US, but want to see that these efforts are used around the US-Mexico border.","Mexico's President-elect Enrique Pena Nieto will seek to double security spending to around 2 percent of GDP to fight drug violence and organized crime while proposing new tactics to the United States, a top aide said, according to Reuters.

Emilio Lozoya, touted as a possible pick for foreign minister, saidPena Nieto's administration would try to boost efforts to tackle money laundering and propose trans-border infrastructure projects to help create jobs, cut business costs and increase security.

""Today Mexico is investing a bit less than 1 percent of gross domestic product (in security) which is low and clearly not enough to confront this problem,"" Lozoya told Reuters in an interview. ""Investment on security needs to double at least.""

He said U.S. financial aid, while welcome, was small in relation to Mexico's security spending, particularly ""when the end consumer of narcotics is in the United States"".

Pena Nieto proposes focusing efforts on projects that straddle the U.S.-Mexico border such as tunnels and high-tech border crossings, which would create jobs, boost security and promote economic development, Lozoya said.

He said there was also scope for cooperation to fight money laundering and that the United States could help Mexico by stopping automatic weapons from crossing the border and feeding drug gang violence.

""There is a lot that can be done to combat money laundering in particular,"" Lozoya said. ""We are not getting the results that we want. ... The United States can make an additional effort to reduce the flow of arms from there into Mexico.""

Pena Nieto pledged in the campaign to create a new police force made up of former soldiers to fight drug gangs and said ending the violence would take priority over battling the traffickers if he won.

Around 55,000 people have been killed in drug violence since President Felipe Calderon took office in late 2006 and deployed the army to take on the cartels.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/242553/,IS militants blow up Mosul mosque where they declared 'caliphate',6/22/17,"Mosul, Iraq",,"ISIS blew up the Grand al-Nuri Mosque, which is officially where ISIS began three years prior. They originally blamed the US, who denied responsibilty.","Islamic State militants on Wednesday, June 21 blew up the Grand al-Nuri Mosque of Mosul and its famous leaning minaret, Iraq's military said in a statement, as Iraqi forces seeking to expel the group from the city closed in on the site, Reuters reports.

It was from this medieval mosque three years ago that the militants' leader Abu Bakr al-Baghdadi declared a self-styled ""caliphate"" spanning parts of Syria and Iraq.

''Blowing up the al-Hadba minaret and the al-Nuri mosque amounts to an official acknowledgement of defeat,'' Iraqi Prime Minister Haider al-Abadi said in a brief comment on his website.

The Iraqis called the 150-foot (45-metre) leaning minaret Al-Hadba, or ""the hunchback."" Baghdadi's black flag had flown over it since June 2014.

Islamic State's Amaq news agency accused American aircraft of destroying the mosque, a claim swiftly denied by the U.S.-led coalition fighting the militant group.

""We did not strike in that area,"" coalition spokesman U.S. Air Force Colonel John Dorrian told Reuters by telephone.

""The responsibility of this devastation is laid firmly at the doorstep of ISIS,"" U.S. Army Major General Joseph Martin, commander of the coalition's ground component, said in a statement, using an acronym for Islamic State.

The media office for Iraq's military distributed a picture taken from the air that appeared to show the mosque and minaret largely flattened and reduced to rubble among the small houses of the Old City, the historic district where the militants are under siege.

A video seen on social media showed the minaret collapsing vertically in a belch of sand and dust, as a woman lamented in the background, ""The minaret, the minaret, the minaret.""

The mosque was destroyed as Iraq's elite Counter Terrorism Service (CTS) units, which have been battling their way through Mosul's Old City, got within 50 meters (164 feet) of it, according to an Iraqi military statement.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/239665/,One more family in rural Armenia to get housing support,5/13/17,"Katnaghbyur, Aragatsotn, Armenia",N/A,A family has been given funding to get their house fixed. Their money has been given by VivaCell-MTS and the Fuller Center for Housing.,"One of the families having a half-built house in Katnaghbyur village of Aragatsotn province has been selected to receive assistance in the framework of the 2017 housing project financed by VivaCell-MTS and implemented by Fuller Center for Housing Armenia.

A visit by company representatives turned into a surprise for the 52-year-old homeowner Hayk Baghdasaryan and his family.

The foundation of the Bagdasaryans’ house was laid 20 years ago when they were full of hope that finishing construction is not a major problem. The homeowner has been able to build only the walls and a concrete ceiling so far.

Throughout two decades, Hayk’s family - his wife and the three adult sons - had to live at Hayk’s paternal house, then rented the neighbor’s half-damaged house. The elder son, Argishti, now serves in the army in Martakert, while the two sons go to school.

The partnering organizations promised that the construction of the half-built house will be finished by the end of the year.

“My happiness is endless. We have not had any good news for so long. My entire family, my wife, my sons and I have worked hard to finish the construction of our half-built house, but to no avail. We could only meet our everyday needs,” said the father of the family, Hayk.

“The housing project supports low income families in building and renovating their houses. The housing problem in Armenia is a major issue and we have to select the families; we visit them, evaluate the level of the housing need, then start the construction with the selected family and finish it till the end of the year. I am happy for this family, as well as for all the other families who will have a decent place to live in by the end of this year thanks to partnership between VivaCell-MTS and Fuller Center,” said Fuller Center for Housing Armenia President Ashot Yeghiazaryan.",Yes,Private ,positive,B,1,
,http://www.panarmenian.net/eng/news/106071/,Egypt troops fire at anti-military protesters,"May 4th, 2012","Cairo, Egypt",,"Egypt fires tear gas and water cannons at their citizens, primarily the anti-miiitary protestors throwing rocks at them. This is in response to the elections later in the month.","Heavy gunfire could be heard as clashes between troops and anti-military protesters spread around the defence ministry in Cairo on Friday, May 4 leaving 59 injured according to the health ministry, AFP reported.

The health ministry said most of the injured had been treated on the spot in the Abbassiya neighborhood, where military police had used tear gas and water cannon under a volley of rocks hurled from both sides.

""During the clashes in Abbassiya, 59 people were injured... of those five are being treated in hospital,"" said health ministry official Ahmed Al-Ansary in a statement.

Protesters and military police faced off in Abbassiya separated by barbed wire, before troops charged the protesters and began chasing them down the roads leading off the main square.

Heavy gunfire could be heard, an AFP reporter said.

A security official told AFP that the army had fired warning shots in the air in a bid to disperse the protesters.

A military source said that the army had chased down the protesters ""with the help of Abbassiya residents and police forces"", arresting 40 people he described as ""thugs.""

Thousands of anti-military protesters took to the streets in both Cairo and Alexandria, days after deadly clashes near the defense ministry raised tensions ahead of landmark presidential elections later this month.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/207432/,"Joseph Gordon-Levitt, Amazon Studios team for “K Troop”",3/4/16,World,N/A,"Joseph Gordin Levitt is now in a movie called K Troop, which is about the K Troop's combat against the KKK in 1871, 1915, and 1950.","Joseph Gordon-Levitt and Amazon Studios are teaming up for the period movie “K Troop”, TheWrap has learned.

Amazon has acquired the feature film rights to the project, which is based on an upcoming Slate article. Gordon-Levitt is set to produce with his hitRECord Films banner. He might also star in the drama as Major Lewis Merrill.

“K Troop” is set after the Civil War and chronicles the rise of the Ku Klux Klan in the South in 1865 and the man who led the U.S. Army’s K Troop against the KKK in 1871. The group surfaced again in 1915 and in the 1950s.

Merrill led the division and during his military stint built a grand network of informants, including several African-Americans.

The movie is still searching for a writer. The Slate article on which it will be based is by Matthew Pearl, who has written five novels and nonfiction works that have been published in the New York Times, the Boston Globe and the Atavist Magazine.

But first, Gordon-Levitt will star in Oliver Stone‘s upcoming “Snowden,” in which he plays Edward Snowden, the man who leaked classified government information. He is also in development on feature films like “Fraggle Rock” at New Regency, “In Sight” at Universal with Craig Zadan and Neil Meron and an untitled Universal musical comedy alongside Channing Tatum.

Gordon-Levitt’s most recent credits include “The Night Before” with Seth Rogen and Sony’s “The Walk.”

Amazon Studios has been on a buying spree, purchasing Woody Allen‘s new movie for $15 million, as well as several movies at the Sundance Film Festival, where it bought the rights to Casey Affleck‘s “Manchester by the Sea,” for $10 million.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/133726/,"

Lebanon disables rocket targeting Israel",11/22/12,"Marjayoun, Lebanon",N/A,Lebanon's army disabled a rocket that was meant to be fired in northern Israel and disabled two more.,"The Lebanese army disabled a rocket on Thursday, Nov 22 which was primed to be fired into northern Israel and said two others were launched late on Wednesday but fell short of the border, according to The Jerusalem Post.

An army statement said the incidents all took place near the southern Lebanese town of Marjayoun, about five km (three miles) from Israel's northern border.

On Monday the army dismantled two rockets aimed towards Israel, that came under rocket fire during an eight-day conflict with the Islamist Hamas movement ruling the Gaza Strip. The two sides agreed a ceasefire on Wednesday.

On Wednesday, explosions heard near the Lebanese border raised concern that mortar shells were fired into the northern Israeli border town Metulla, but the IDF said no rockets fired from Lebanon were fired into Israel.

In two separate incidents last week, an IDF soldier and an IDF vehicle were struck by stray gunfire coming from Syria near the border fence in the Golan Heights. IDF Spokesman Brig.-Gen. Yoav Mordechai told Army Radio that Israel does not intend to ""heat up the area"" and get involved in the Syrian civil war.

Security sources said one of the 107 millimeter rockets fired on Wednesday fell about 500 meters inside Lebanese territory and the other landed right on the border. There were no reports of casualties",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/politics/news/14690/,REGIONAL COOPERATION BEST WAY TO SETTLE CONFLICTS,9/22/05,Armenia,N/A,Armenian President Robert Kocharian has congradulated Armenia on it's independence. It hopes to both provide a resolution for constitutional changes and to find a compromise with the the Nagorno Karabekh.,"Armenian President Robert Kocharian has congratulated the people of Armenia on the occasion of the Independence Day, reported the Press service of the Armenian leader. R. Kocharian's congratulatory message specifically says, «The Republic of Armenia marks its 14th anniversary as a sustainable developing state. We keep successfully implementing comprehensive programs. For a fourth year the economic growth of Armenia has been described by two-digit numbers. This is first all an outcome of Armenian people's diligence, as well as authorities' efficient policy. This is only possible under the conditions of internal political stability. The important thing is that the outcomes of development are aimed at the social sector. Economic growth should have a direct impact on the welfare of citizens and we are resolute to fully implement the poverty reduction program. Work and social security should be our slogans in the future. A referendum will soon be held in Armenia. This day 14 years ago the people of Armenia made their historical choice: to build a free, democratic and successful country. Now we have to do the next step on that way. It will provide an opportunity to have a balanced and contemporary Constitution. Thus, we will register serious political progress and will strengthen international prestige of our country. In foreign policy we continue straightening Armenia's international involvement. We consider cooperation between all countries of the region the best tool to gradually solve conflicts available. We are committed to peaceful settlement of the Nagorno Karabakh conflict, which should base on the de facto existence of the Nagorno Karabakh Republic and peoples' right to self-determination. Our country is protected owing to the Armed Forces of Armenia, which are a creation of the independence and its shield. Heroes, at the expense of whose blood the Republic of Armenia has a firm basis, stood at the origins of our Army. I congratulate all of us with the Independence Day - a holiday of which best sons of our people dreamed for ages. I am convinced that today's and future generations will continue this holy cause for the sake of powerful and prosperous Armenia.»",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/144842/,North Korea famine hit thousands in 2012 - report,2/8/13,North Korea,N/A,North Korea had a famine in 2012 which may have killed thousands. There is no way to confirm the famine but it is estimated that the death rate was 30/1000.,"A famine in a key North Korean grain-growing region in 2012 may have killed thousands of people at the same time as the country was staging mass celebrations to commemorate the 100th anniversary of the birth of the state's founder, according to a news agency based in Japan, Reuters said.

It was impossible to verify the report independently, and sporadic famines are commonplace in North Korea, according to experts based in South Korea. A United Nations analysis in 2011 showed that around a third of children were malnourished.

The report from Rimjin-gang/ASIAPRESS said that, based on its own reporting from the region and from contact with North Korean defectors and people crossing the border, a famine hit the North and South Hwanghae provinces in January-May 2012.

""Farming villages in the Hwanghae region, and especially in southern Hwanghae province, play an important part as a base for food supply for not just the army but also for city workers,"" the report, published last week, said.

It cited examples of farmers and laborers in the region, in the southwest of the country, saying that ""about a tenth"" of a work brigade of 60 people in one village had died. Another case cited said that the death rate had been ""30 people out of every 1,000. They say this is 30 times as high as a normal year.""

A report by the U.N. World Food Programme published in November estimated that overall food production rose by 10 percent for the 2012 and 2013 early season harvest, leaving a staple food deficit of 207,000 metric tons - something it said was ""the lowest in many years.""

Despite an improvement in the overall food picture in the North, the need to feed the army and ensure supplies to the capital Pyongyang, the showcase city and core support base for the government, meant it was possible there were regional famines that have not been reported, experts said.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/134096/,200 cases of Azeri ceasefire violation reported Nov 18-24,11/24/12,Line of Contact,N/A,There was 200 cases of ceasefire violations by Azerbaijan between November 18-24.,"200 instances of ceasefire violation by Azeri armed forces were registered at the line of contact between Nagorno Karabakh and Azerbaijan from November 18-24.

Azerbaijan fired over 850 shots from various caliber weapons towards Karabakh positions, NKR defense army’s press service reports.

In line with ceasefire rules, NKR defense army took relevant measures to ensure proper protection of its positions.",Yes,N/A,N/A,D,1,
,http://www.panarmenian.net/eng/news/184815/,Ukraine's top priority to build army to stop Russian aggression: PM,11/14/14,Ukraine,N/A,Ukraine is trying to build up it's army to combat the rebels in Eastern Ukraine. The rebels seem to be backed by Russis.,"Ukraine's top priority is to build an army strong enough to stop Russian military aggression, Ukrainian Prime Minister Arseny Yatseniuk said on Friday, Nov 14, according to Reuters.

Ukraine has accused Russia of sending soldiers and weapons to help pro-Russian rebels in eastern regions launch a new offensive in a conflict that has killed more than 4,000 people.

""Building an army, which is capable of stopping aggression from Russia, is the number one task,"" Yatseniuk said in a televised briefing with journalists in which he gave his recommendations for top positions in a new coalition government.

Increasing violence, truce violations and reports of unmarked armed convoys reportedly traveling from the direction of the Russian border have aroused fears that a shaky Sept 5 truce could collapse.

A Ukrainian military spokesman said shelling had continued in the past 24 hours in the eastern Donetsk and Luhansk regions, with one soldier and one five-year-old child being killed in different attacks.

The prospect of all-out war returning to eastern Ukraine has piled pressure on the country's struggling economy, sending the hryvnia currency plummeting and borrowing costs sky-high.

Yatseniuk said he did not expect the economy to grow before 2016 and suggested current Deputy Finance Minister Vitaly Lisovenko for the role of finance minister in a new coalition government.

The Prime Minister, who is all but certain to retain his post in the coalition, said his People's Front party would support President Petro Poroshenko's choice for defense minister and foreign minister.

Poroshenko has been holding power-sharing talks with Yatseniuk after their political groups led other pro-Western forces in sweeping pro-Russian parties out of parliament in an Oct 26 election.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/113189/,Tensions escalate as Egypt expects presidential race results,6/23/12,Egypt,N/A,"There are more tensions in Egypt between the Muslim Brotherhood and the Egyptian military.There is a delay in the announcement of the election, which could be a sign of corruption","Tensions soared in Egypt on Saturday, June 23, as the nation awaited the results of a divisive presidential election and the Muslim Brotherhood sparred with the ruling military over what it sees as a power grab, AFP reports.

Hundreds of Brotherhood supporters spent the night in Tahrir Square, having vowed to stay until the results of the election - which pits their candidate Mohamed Morsi against ousted president Hosni Mubarak's last Prime Minister Ahmed Shafiq - are published.

Both Morsi and Shafiq have claimed victory in the election for a successor to Mubarak, sparking tensions between the rival camps that have deepened after the electoral commission delayed its announcement of the official outcome.

The delay in the announcement of the June 16-17 run-off, initially scheduled for Thursday, has raised suspicions that the outcome of the election is being negotiated not counted.

As the ruling Supreme Council of the Armed Forces (SCAF) and the Brotherhood clashed publicly over recent measures that consolidated the army's power, privately they have been engaged in talks, sources told AFP.

On Friday, the SCAF warned it would deal ""with utmost firmness and strength"" with any attempts to harm public interests, while the Brotherhood warned against tampering with the election results but said it had no intention of instigating violence.

The Brotherhood rejects a constitutional declaration by the military which strips away any gains made by the Islamist group since the uprising which overthrew Mubarak in February last year.

The document dissolves the Islamist-led parliament and gives the army a broad say in government policy and control over the new constitution. It was adopted just days after a justice ministry decree granted the army powers of arrest.

Even if Mursi wins, the changes leave the Brotherhood with no parliament, no say in the constitution and a powerless president.

""It's a problem which we are trying to resolve,"" one Brotherhood official said.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/211015/,"Mexico hampered probe into student massacre, panel of int’l experts says",4/25/16,Mexico,N/A,,"A panel of international experts investigating the disappearance of 43 Mexican trainee teachers in 2014 says the government of President Enrique Pena Neto has hampered its inquiries, BBC News reports.
In its scathing final report, the experts also dismissed the conclusions of the official inquiry. They said officials failed to pursue the investigative lines they suggested.
The case provoked outrage in Mexico, leading to street protests against perceived impunity.
""The delays in obtaining evidence that could be used to figure out possible lines of investigation translates into a decision to (allow) impunity,"" said the Interdisciplinary Group of Independent Experts (GIEI) in its report.
The panel was commissioned by the Inter-American Commission on Human Rights (IACHR).
The trainee teachers went missing after taking part in a protest in the south-western city of Iguala, in Guerrero state, in September 2014.
Mexican prosecutors said they were detained by corrupt policemen under the orders of the mayor of Iguala, Jose Luis Abarca, and handed over to a local criminal gang (Guerreros Unidos), who killed the 43 men and burned their bodies in a local landfill site.
Relatives have always rejected this version, saying the government was trying to cover up the involvement of senior politicians and army officers in the killings.
The students had left the town of Ayotzinapa, where they studied, to take part in a protest in Iguala on 26 September 2014.
They were complaining against the employment policy of local authorities, whom they accused of discriminating against teachers of a rural background.
The students' protest reportedly disturbed a planned event organised by Maria de los Angeles Pineda, wife of the Iguala mayor Jose Luis Abarca, who had political ambitions.
The pair went on the run but were arrested weeks later in Mexico City.
Maria de los Angeles Pineda has been charged with involvement in organised crime.
",No,N/A,N/A,N/A,0,
Azerbaijan,http://www.panarmenian.net/eng/politics/news/5030/,GEORGIA'S PRESIDENT WILL VISIT YEREVAN,10/1/01,"Georgia,Armenia",N/A,,Georgia's President Eduard Shevardnadze will arrive in Yerevan with an official visit at the end of October. It should be reminded that on Saturday Shevardnadze and Heydar Aliyev signed a Declaration about the special type of relations between Georgia and Azerbaijan. The signing of such documents during the visit of Georgia's head in Armenia is not planned.,No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/news/117417/,"Azerbaijani, Iranian flags removed from Olympic village building",7/27/12,World,N/A,,"Flags of Azerbaijan and Iran have been removed from the Olympic village building. Reasons for the removal remain unknown, gazeta.ru reports.
Olympics opening ceremony is due on July 27 in London. The Games will run until August 12.",No,N/A,N/A,N/A,0,
,http://www.panarmenian.net/eng/world/news/12933/,MERZLYAKOV: OSCE MG DOES NOT URGE ARMENIA AND AZERBAIJAN TO CONCESSIONS,4/21/05,World,N/A,,"OSCE Minsk Group Russian Co-Chair Yuri Merzlyakov stated that private meetings with FMs will give an impetus to soonest settlement of the conflict. He noted that the MG does not urge Armenia and Azerbaijan to an agreement based on concessions. In his words, the international mediators have called the parties to observe norms relating to the cease-fire regime. «We did not make any statements on readiness to compromises. We have urged them to solve the conflict via peace talks. If we look through the document, you will see we urged Azerbaijan and Armenia not to break their commitments over strengthening of the cease-fire regime, not to make statements that negatively tell on the settlement process,» Yu. Merzlyakov noted. The Russian diplomat also stated the format of the negotiations between the foreign ministers with participation of the co-chairs has changed. He noted that the goal of the mediators' private meetings with ministers is the soonest and final clarification of the details of the conflict. «We want to discuss the details of the problem with both parties, as when holding the joint meetings with both Ministers the Co-Chairs cannot attain discussion of small details. E.g. to clear out the available problems holding private talks with the ministers is more favorable,» he added. The Russian Co-Chair said that already now - a month before the recurrent meeting of the Azeri and Armenian Presidents, the Co-Chairs are ready to bring their point of view over some issues to the notice of the state leaders. ",No,N/A,N/A,N/A,0,
